Date,Quantity
2/16/2020,601
2/16/2020,2616
2/9/2020,3016
2/9/2020,73
2/9/2020,805
2/9/2020,600
2/2/2020,12
2/2/2020,1080
2/2/2020,9626
2/2/2020,6984
1/26/2020,396
1/26/2020,480
1/26/2020,734
1/19/2020,0
1/19/2020,84
1/12/2020,1
1/12/2020,1
1/5/2020,1
1/5/2020,6960
1/5/2020,1668
12/29/2019,4656
